id,bmc School,first_name,last_name,age,program,level,gender,dob,doa,udid ,aadhar ,disability,severity,address,contact,status mob no,school,age while refering,standard at non special,casestudy,add nd sub,two words,vocab building,TRADITIONAL AND MODERN GAME,mumbai topo,lemon srbat making ,stamping the design ,baseline consolidate ,endline consolidate ,no. of bl,no. of el
238,1,Rourke,Riquet,24,1,3,Male,4/22/2019,2/1/2021,238,88112462,1,3,Apt 457,1966430760,8124424438,1,4,4,7,5,FALSE,8,4,4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
239,10,Dre,Eger,38,4,1,Female,7/12/2004,9/9/2022,239,8193009479,2,7,Room 47,8969153799,4293224092,4,24,3,9,10,TRUE,4,3,5,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
240,8,Doralia,Oxborough,45,2,2,Female,5/21/2019,7/6/2012,240,729627128,6,2,3rd Floor,8745215235,1551809311,8,17,8,9,4,TRUE,9,8,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
241,1,Parker,Sparkwell,43,4,3,Male,9/4/2001,2/17/2008,241,9928297223,3,3,Suite 45,2980561177,4677400636,8,15,2,9,8,TRUE,8,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
242,9,Miran,Chaudhry,5,6,1,Non-binary,10/16/2003,10/6/2020,242,490194729,7,2,19th Floor,6717071788,7246926534,3,26,5,5,4,TRUE,6,6,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
243,8,Tandy,Cayet,9,7,3,Female,9/1/2014,2/3/2021,243,561623767,4,1,Apt 256,2848926716,1479457051,5,10,7,1,4,TRUE,4,6,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
244,1,Courtnay,Glencross,39,5,1,Female,9/16/2016,6/17/2011,244,7074021601,5,5,PO Box 71136,6243009831,8926595544,9,29,6,2,10,FALSE,8,5,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
245,8,Carree,Gray,42,6,3,Female,7/6/2002,4/9/2006,245,6560039269,4,2,Room 1945,3314534035,9295579461,2,4,10,4,1,TRUE,9,6,10,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
246,3,Drud,Hovel,13,4,2,Genderfluid,1/2/2006,5/8/2023,246,1058902024,4,1,PO Box 44038,6043358875,3104378940,7,24,9,10,5,FALSE,5,9,9,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
247,5,Kellie,Gawthorp,25,9,3,Female,5/18/2019,8/6/2019,247,1684492750,2,9,Suite 96,5900143236,8075340493,10,3,3,3,7,TRUE,5,7,9,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
248,2,Fan,Braddock,11,6,3,Female,5/23/2011,11/1/2017,248,8621332132,5,3,1st Floor,3696612510,7752677612,1,15,10,3,10,FALSE,6,1,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
249,9,Filippo,Cadamy,15,8,2,Male,5/30/2017,9/26/2006,249,6330374651,1,8,Room 1015,4922587314,3831114447,9,25,3,6,2,FALSE,4,7,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
250,8,Ker,Farquar,41,8,2,Male,8/13/2015,3/24/2022,250,1500554294,3,3,Apt 245,6759971671,7349940939,1,8,2,3,4,FALSE,7,9,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
251,3,Timmy,Greene,28,10,1,Male,7/1/2002,9/23/2016,251,663832721,3,3,9th Floor,2436430241,3791080393,10,8,10,6,6,TRUE,1,7,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
252,6,Edita,Cyseley,32,1,1,Bigender,9/5/2004,7/29/2007,252,1919983090,4,4,Suite 14,6118477604,4098355922,4,29,4,3,3,FALSE,3,8,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
253,4,Marylee,Warlock,44,10,3,Female,5/10/2016,6/4/2011,253,4804533184,4,8,18th Floor,1867946084,5095718960,9,11,10,2,9,FALSE,8,1,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
254,8,Ephrem,Alderton,47,1,2,Male,4/16/2016,7/4/2011,254,7724041210,5,10,PO Box 55727,1038999804,8721587051,2,16,10,4,2,TRUE,8,2,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
255,5,Mead,Iacovo,20,6,1,Female,6/3/2016,9/16/2010,255,3112096975,4,1,Suite 76,5674047480,4603329024,6,4,7,5,7,FALSE,3,4,8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
256,4,Ardelis,Fitzmaurice,8,8,3,Female,7/27/2017,6/19/2011,256,2033278743,7,4,Room 1663,983556903,9306803745,7,24,2,5,8,TRUE,9,4,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
257,8,Amalia,Sidebotton,40,6,3,Non-binary,3/17/2014,8/27/2014,257,6657247958,5,8,PO Box 59843,7237549383,7744430026,8,4,2,1,6,FALSE,6,1,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
258,1,Karlee,Esmond,6,9,2,Female,4/14/2017,7/9/2012,258,6101683990,6,9,Room 256,9097260213,5008499947,2,27,1,5,7,FALSE,1,1,5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
259,8,Franchot,Gregol,27,6,2,Male,8/31/2016,10/11/2009,259,4479939768,5,10,11th Floor,8042479220,3270051697,3,19,7,9,2,TRUE,3,3,6,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
260,6,Wadsworth,Duckinfield,1,5,2,Male,5/13/2014,10/30/2006,260,6898648748,3,8,Room 212,5030137939,6772216946,7,8,10,1,4,FALSE,7,4,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
261,10,Tymothy,Mithun,44,10,1,Male,9/29/2006,10/15/2018,261,6016779636,1,1,Room 1392,4519385261,4420674989,2,4,5,5,8,FALSE,10,6,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
262,3,Wes,Suff,21,6,3,Male,5/17/2017,1/21/2009,262,435116053,2,9,Apt 8,3852148219,5839566837,8,9,5,7,9,TRUE,10,4,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
263,8,Cornie,Pudner,28,3,1,Male,9/24/2013,7/5/2009,263,5824141576,2,3,Apt 1758,5267961892,5761529505,8,28,5,8,1,TRUE,8,7,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
264,8,Pen,O'Hengerty,1,2,2,Agender,2/13/2018,2/20/2006,264,7138536585,3,6,16th Floor,6720774662,1334187401,2,18,10,6,9,TRUE,10,4,8,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
265,6,Chad,Owers,6,1,3,Male,5/20/2019,2/14/2017,265,4592269330,3,4,Suite 16,7107317318,3934004482,8,7,11,4,2,FALSE,7,6,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
266,9,Juditha,Everleigh,50,8,3,Female,8/30/2005,3/30/2018,266,4657222074,4,4,Room 570,1730199666,8086245721,10,9,3,4,1,FALSE,9,4,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
267,3,Barny,Holliar,24,7,3,Male,2/10/2005,11/19/2021,267,9096097254,3,7,Apt 1195,2764074573,6366414335,1,9,6,9,10,TRUE,5,9,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
268,1,Petra,Izakovitz,14,5,3,Female,1/9/2009,3/11/2007,268,2409053688,2,8,Suite 57,1253611238,3953306863,4,12,1,1,1,TRUE,6,4,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
269,5,Alf,Jiranek,36,7,2,Male,4/18/2003,1/26/2020,269,9028268022,1,7,Apt 634,3172193799,2128860849,7,19,5,1,5,FALSE,6,3,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
270,6,Esme,Singleton,20,6,1,Male,4/23/2014,8/28/2021,270,6735990986,6,2,PO Box 76175,4950518623,8217764875,10,25,4,10,6,TRUE,8,8,8,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
271,7,Sig,Petyanin,20,5,2,Male,6/20/2009,11/22/2020,271,661945677,4,1,7th Floor,2869520859,4368306767,5,26,11,1,8,TRUE,10,7,6,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
272,4,Lydon,Ewenson,49,5,2,Agender,12/25/2006,12/3/2017,272,3233762895,5,5,PO Box 15248,7391765031,9198980440,4,19,9,7,10,TRUE,3,3,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
273,2,Ambur,Ferroni,9,10,2,Female,4/1/2017,3/7/2022,273,9200396704,1,9,Room 544,6933372553,3624602772,7,27,11,8,6,FALSE,6,5,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
274,3,Lara,Rushby,37,1,3,Female,9/22/2018,9/22/2014,274,3438655780,4,2,Room 55,2196288535,3339387168,9,14,12,1,1,FALSE,1,10,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
275,2,Ezechiel,Digle,23,6,3,Male,3/7/2011,8/18/2005,275,7550836809,1,8,Apt 1670,8187720379,8613866700,5,17,2,2,5,TRUE,8,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
276,2,Caleb,Scupham,29,10,1,Male,6/22/2010,10/27/2017,276,5310274707,7,7,5th Floor,6589471231,7476152255,10,24,4,10,4,FALSE,3,2,4,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
277,3,Krista,Elliot,49,4,2,Female,11/8/2002,9/7/2007,277,7456132275,4,2,Apt 1064,9693543386,2353640249,2,4,4,8,4,FALSE,4,9,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
278,7,Lyndell,Tavner,38,2,2,Female,6/28/2005,3/12/2011,278,864960603,2,1,Room 839,3121445545,9062562191,1,16,10,6,4,TRUE,1,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
279,8,Robbin,Frazer,37,9,1,Female,10/24/2011,6/29/2013,279,7145230054,2,1,Apt 1800,5421979008,310110556,8,10,8,5,2,FALSE,5,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
280,5,Sara,Halwood,16,10,3,Genderqueer,8/12/2012,5/1/2022,280,8374757728,1,6,12th Floor,1464701938,583401147,9,7,4,3,7,TRUE,7,8,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
281,10,Gonzalo,Causby,12,2,1,Male,12/21/2010,3/28/2017,281,9328324068,4,9,Room 493,5061923855,2845621566,6,27,12,2,1,TRUE,10,3,9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
282,2,Pacorro,Cleiment,47,8,2,Male,11/5/2010,7/2/2013,282,7622635146,7,7,Suite 89,6177391745,5319169027,5,3,3,4,5,FALSE,10,8,10,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
283,10,Barnabas,Arnett,29,8,3,Male,6/10/2009,1/11/2014,283,7020802206,1,9,Room 1172,7238014319,6023418546,4,15,10,6,9,TRUE,10,7,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
284,9,Hendrick,Geffinger,1,9,1,Male,9/10/2014,4/23/2007,284,7678293542,7,2,Suite 50,4294820314,4003040988,1,15,12,7,7,FALSE,10,2,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
285,7,Gun,Hillin,31,8,3,Male,12/1/2010,12/27/2022,285,505188538,1,10,Room 1735,4046094141,1287599753,3,30,9,10,9,TRUE,5,3,10,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
286,3,Griz,Leftridge,3,7,2,Non-binary,9/25/2003,5/25/2021,286,1882435508,1,10,8th Floor,1603975810,9963591647,5,18,1,6,6,FALSE,6,6,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
287,6,Hailey,Munro,34,6,2,Male,10/23/2018,10/10/2007,287,1221934678,3,8,Suite 16,846875543,2913653855,9,26,3,10,6,FALSE,9,6,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
288,4,Lief,Hurst,45,6,1,Non-binary,5/28/2007,4/24/2016,288,1928576931,2,1,Apt 1566,9060844165,4374940413,9,13,6,9,1,FALSE,8,10,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
289,8,Dorine,Paulillo,28,6,1,Female,10/16/2004,9/16/2014,289,2289970581,6,10,Apt 1171,5582431071,1583057765,4,24,5,2,4,FALSE,8,8,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
290,7,Maybelle,Vigus,6,4,1,Female,11/20/2008,10/10/2005,290,6595993821,3,8,13th Floor,4284860976,1133956807,8,9,5,6,8,FALSE,7,3,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
291,5,Lian,Akester,34,7,1,Female,7/28/2001,10/30/2006,291,7456419701,3,4,11th Floor,144490838,9932872407,7,5,1,8,4,FALSE,4,4,8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
292,5,Joe,Eyers,27,6,2,Male,8/5/2015,8/12/2015,292,4512611967,5,6,12th Floor,3817030800,1723638056,7,26,7,3,6,FALSE,8,2,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
293,3,Aile,Rebert,50,2,1,Female,9/22/2011,5/14/2015,293,5145955944,2,4,4th Floor,46149872,2755991402,9,16,4,8,8,FALSE,8,4,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
294,10,Henrieta,Bryson,25,3,3,Female,1/8/2004,8/30/2011,294,233654232,7,5,Room 149,2661839445,5298646204,3,23,3,8,4,TRUE,3,6,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
295,3,Curcio,Jovey,22,3,3,Male,6/19/2008,9/19/2005,295,9291966339,6,8,Apt 767,7655227985,269482962,10,25,12,3,4,FALSE,1,1,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
296,8,Simonette,Demangel,42,5,3,Female,11/24/2017,8/26/2005,296,9968359882,5,2,19th Floor,722576447,1429384816,4,25,12,5,10,FALSE,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
297,8,Tess,Ketteridge,17,1,2,Female,2/11/2007,10/1/2007,297,868668389,2,8,Apt 1821,5952652948,3906562913,10,25,9,2,10,TRUE,2,10,3,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
298,4,Amabel,Shirrell,1,9,1,Female,3/15/2005,8/22/2016,298,9030860170,6,1,Room 1043,7846855042,3254224558,2,15,1,8,6,TRUE,7,9,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
299,7,Jacqueline,Engel,7,2,1,Female,7/14/2015,2/23/2023,299,4167897237,1,8,Room 233,4227382130,8376925326,9,18,5,9,3,FALSE,4,1,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
300,2,Hayley,Swadlinge,5,10,1,Female,8/21/2001,9/8/2012,300,6440716581,2,4,Suite 16,3601554305,8007337199,4,23,9,2,6,FALSE,9,10,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
301,1,Fonz,Rohlfing,3,5,2,Male,4/16/2017,9/16/2016,301,4038624129,5,6,5th Floor,3241442004,2566795355,9,6,12,6,9,FALSE,1,2,9,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
302,7,Kelcie,Atterley,15,6,2,Female,12/1/2013,1/28/2011,302,5265306056,4,2,PO Box 90236,2313025225,6872731613,9,11,6,3,8,FALSE,9,2,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
303,8,Nils,Downie,24,1,3,Male,11/28/2017,7/28/2021,303,6129143672,3,6,Apt 260,8579944589,4954835895,9,22,4,10,7,FALSE,5,9,4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
304,10,Verna,Grolle,7,1,2,Female,5/6/2016,6/26/2011,304,6537073995,4,2,6th Floor,9824180958,8671367606,1,21,5,3,1,TRUE,1,8,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
305,8,Ravid,Lavallie,20,9,2,Male,1/23/2016,6/14/2019,305,3919923316,5,2,Suite 68,3559689368,3187114210,8,17,2,2,6,TRUE,7,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
306,1,Wendy,Toke,22,7,1,Female,10/21/2008,11/22/2021,306,2139297571,3,10,Room 1612,8620695630,262820749,7,27,3,9,2,TRUE,3,9,6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
307,3,Norton,Betteridge,7,4,2,Male,2/4/2011,11/16/2015,307,1495206386,2,6,Room 1345,7164422095,8217991979,4,7,6,10,1,TRUE,3,4,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
308,5,Mercie,Diglin,1,3,2,Female,8/25/2008,5/29/2013,308,5700085488,4,1,Room 476,6092418975,2793224669,5,8,7,2,7,TRUE,3,7,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
309,9,Albina,Andretti,35,4,1,Female,12/9/2012,3/11/2009,309,9897432906,1,3,PO Box 48983,879033630,6766153229,1,6,7,9,3,FALSE,3,7,10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
310,5,Field,Agnew,18,7,2,Male,4/6/2008,1/10/2019,310,32666217,1,6,Room 1527,2483945627,5174819786,6,13,4,5,10,TRUE,4,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
311,10,Orelia,Dyson,14,6,2,Female,3/5/2014,5/23/2022,311,6573816242,4,5,Apt 168,4884945891,1736638734,10,19,2,7,2,FALSE,1,3,7,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
312,6,Borg,Swoffer,24,1,1,Male,4/24/2015,2/5/2020,312,3351630549,2,4,Apt 1022,1422892182,4671122723,2,12,12,3,8,TRUE,10,7,9,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
313,9,Sheelagh,Limming,43,9,3,Female,11/2/2010,11/18/2008,313,6189250653,6,6,Room 485,8907863377,8945314733,3,4,8,1,10,FALSE,2,2,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
314,2,Karlie,Adam,3,1,1,Female,8/3/2007,12/6/2009,314,345046633,2,7,Suite 84,765976218,4697048628,2,26,10,9,4,FALSE,3,10,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
315,5,Abbe,Wardrope,6,2,1,Female,9/24/2003,1/9/2014,315,435520520,3,10,PO Box 49403,689959591,7436165518,4,26,1,5,6,FALSE,4,8,8,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
316,8,Damian,Knibley,13,7,3,Male,5/1/2010,12/17/2008,316,8650664849,1,10,PO Box 84226,7009020736,4543106113,1,6,4,8,2,TRUE,6,9,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
317,8,Foster,Sproston,24,8,2,Male,1/30/2009,12/13/2018,317,2588819494,1,2,PO Box 28616,7994396518,6292701298,9,28,3,2,1,TRUE,10,6,10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
318,4,Florinda,Jepperson,12,10,3,Female,12/24/2004,3/24/2021,318,1467756164,7,5,9th Floor,4713802360,2035943310,4,30,5,4,2,TRUE,8,7,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
319,3,Addie,Szymanzyk,40,6,2,Male,6/6/2017,4/3/2015,319,6560297403,7,10,Apt 999,297375504,7803844030,4,26,8,6,1,FALSE,5,2,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
320,6,Sherry,Kondratyuk,50,7,3,Female,7/23/2017,5/30/2008,320,2622283636,7,2,Apt 1628,1389179982,4350576622,5,9,9,5,3,FALSE,3,8,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
321,10,Gavan,Serrier,9,9,3,Male,9/2/2011,12/7/2008,321,845005391,7,8,Apt 492,8674839290,2052510109,5,4,1,6,3,TRUE,3,7,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
322,4,Sherwood,Shade,5,7,3,Agender,7/7/2012,3/8/2020,322,1901254704,5,6,Room 876,6480353439,5132771106,9,18,5,5,4,FALSE,3,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
323,6,Mellie,Goshawke,24,4,1,Genderqueer,1/28/2006,5/20/2022,323,8068538267,2,3,Apt 1785,2295530334,8255390596,4,8,2,7,1,FALSE,5,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
324,5,Wernher,Bucham,13,9,1,Male,1/18/2009,5/4/2013,324,4746199361,6,5,15th Floor,4456519207,8958883650,8,23,5,1,6,TRUE,3,4,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
325,2,Cindi,Stirman,5,3,2,Female,8/30/2015,2/20/2013,325,9457351363,5,6,4th Floor,6241613707,9399843203,8,18,12,3,2,TRUE,8,1,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
326,4,Janaya,Pill,35,4,1,Female,8/28/2012,12/17/2011,326,4541393387,2,6,Apt 881,4141111619,5092022930,1,10,1,9,10,FALSE,8,4,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
327,2,Silvain,Norcliffe,22,7,1,Male,1/24/2014,11/3/2018,327,3596436494,6,10,Suite 83,618800107,7356215977,4,17,9,1,9,FALSE,1,7,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
328,6,Shepard,Del Checolo,29,1,3,Male,1/18/2013,3/23/2011,328,2713861101,3,7,Room 1468,5607289117,2781145769,6,20,2,6,3,TRUE,8,9,9,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
329,6,Veronica,Viscovi,38,4,2,Female,9/12/2003,12/12/2018,329,8605913266,1,3,Room 148,3838192184,2665468603,2,19,3,6,3,TRUE,10,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
330,10,Gene,Ezzell,15,10,3,Female,10/18/2007,8/5/2020,330,300453493,1,9,Suite 16,5285009391,3618259522,2,15,2,4,9,FALSE,7,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
331,4,Reese,Biffin,16,2,2,Male,5/25/2002,10/10/2010,331,5034134365,2,5,Suite 57,1992669821,751239100,9,19,12,6,10,TRUE,5,2,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
332,6,Caesar,Casacchia,27,6,3,Male,10/8/2008,8/2/2010,332,6927599983,5,1,5th Floor,7358131096,5375578271,5,20,6,1,9,FALSE,6,5,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
333,8,Donnamarie,Heisham,20,9,2,Female,2/14/2013,8/4/2022,333,9814133973,3,6,Apt 330,1871317312,9882719457,10,15,3,5,10,TRUE,9,2,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
334,2,Gerald,Mosdell,18,8,1,Male,11/4/2017,6/6/2007,334,618397752,2,4,13th Floor,7087342126,1065226667,7,16,6,3,5,TRUE,5,6,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
335,10,Shalom,Brearty,16,4,1,Male,9/18/2012,11/29/2008,335,7501123799,1,1,14th Floor,3932261534,5218199834,10,27,3,10,2,TRUE,2,5,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
336,1,Sonya,Grammer,39,1,1,Bigender,12/2/2012,1/17/2022,336,753122383,3,4,Room 220,5043647825,7870775673,5,23,9,3,7,FALSE,9,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
337,9,Leland,Quidenham,34,9,1,Male,7/15/2011,9/22/2005,337,9398560410,2,7,PO Box 74915,5157929781,600980952,4,22,1,8,10,FALSE,7,10,9,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
338,6,Frankie,Gabby,25,6,2,Female,9/1/2012,8/15/2013,338,8899522421,4,7,5th Floor,653624786,2226426795,3,10,11,8,3,TRUE,8,1,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
339,2,Annis,Parmiter,33,8,1,Genderfluid,2/23/2012,7/19/2010,339,8526988824,5,10,Apt 1869,3015910620,8623690206,8,14,11,2,9,FALSE,7,8,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
340,6,Miltie,Goeff,22,10,2,Bigender,10/1/2010,1/25/2018,340,7633785063,7,4,Apt 1934,4007847355,3519010534,1,20,1,3,10,TRUE,3,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
341,9,Mikkel,Bartolomeoni,38,4,3,Male,10/19/2005,8/6/2007,341,2788658761,4,6,Room 686,3213975362,366386417,9,19,12,1,3,FALSE,10,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
342,9,Laney,Mackro,3,3,3,Male,3/17/2011,4/15/2015,342,7843609687,6,8,PO Box 94249,2201612447,7142834579,7,8,6,10,2,FALSE,8,9,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
343,3,Parry,Ivashev,12,5,3,Male,11/11/2007,10/4/2010,343,7580270692,6,2,Apt 1559,7295310711,1442243481,7,4,6,2,6,FALSE,1,2,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
344,7,Kayla,Collop,41,1,2,Female,9/25/2017,11/9/2006,344,4948202851,1,6,Apt 538,4660008231,563210303,5,4,9,7,8,TRUE,3,1,8,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
345,5,Leilah,Trood,6,3,3,Female,1/16/2013,2/10/2018,345,1913375560,3,9,PO Box 57120,2968620258,3482313911,2,3,11,1,2,FALSE,7,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
346,6,Lemmie,Spandley,2,3,2,Male,9/3/2014,12/19/2019,346,2622950470,6,2,Room 1269,4562731508,3292967740,3,22,7,2,9,FALSE,9,9,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
347,9,Isidoro,Heinel,35,5,3,Male,10/6/2018,7/14/2021,347,8756962916,2,3,Apt 771,8444146536,8044911707,4,27,9,7,9,FALSE,8,5,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
348,9,Midge,Fredi,45,2,3,Female,5/10/2019,6/2/2014,348,1852346736,6,10,Apt 1273,6379750606,4227418089,8,29,5,9,9,TRUE,1,1,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
349,4,Brook,Van Der Hoog,45,1,3,Female,6/27/2003,1/25/2021,349,4334978525,2,2,Suite 92,7059668772,1110414854,7,3,10,2,7,TRUE,1,1,7,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
350,4,Celisse,Spurriar,29,5,3,Female,11/30/2007,12/1/2015,350,261411969,6,7,Apt 304,8479735813,5872601913,4,22,3,5,10,TRUE,3,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
351,5,Ingrid,Yoell,25,1,3,Female,4/29/2011,5/25/2012,351,4518990013,6,3,Room 1676,8920489106,6888951308,7,21,1,2,3,TRUE,5,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
352,7,Benedick,Bashford,30,10,1,Male,1/8/2013,6/19/2007,352,5764468280,3,7,18th Floor,258788712,138764883,9,16,2,2,6,TRUE,2,7,2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
353,3,Elna,Owers,23,3,2,Female,1/5/2010,3/28/2012,353,5204557253,6,1,Suite 85,5871934382,3253168085,5,24,8,8,10,TRUE,4,1,10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
354,4,Vere,Royds,17,7,3,Female,11/18/2014,12/4/2011,354,4852461457,1,8,10th Floor,1452549389,5674904235,9,3,7,2,2,FALSE,6,3,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
355,7,Ilse,Crandon,20,2,3,Female,4/30/2010,7/12/2006,355,9796829525,6,10,Room 110,5442047414,348371055,9,11,4,9,10,TRUE,8,9,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
356,6,Alex,Orpin,28,8,1,Female,11/29/2013,8/20/2007,356,7236479187,2,3,4th Floor,2140544102,5130853148,4,12,2,10,4,TRUE,7,6,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
